,Country,Year,Coin Value,Amount,Status,Created,Special,Collected,Collector,Source,Staged,Name,Country-specific,Description,Link
2239,lithuania,2008,2 euro,0,unavailable,01.01.2024,False,,,,False,,,,
2240,lithuania,2009,1 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2241,lithuania,2009,2 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2242,lithuania,2009,5 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2243,lithuania,2009,10 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2244,lithuania,2009,20 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2245,lithuania,2009,50 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2246,lithuania,2009,1 euro,0,unavailable,01.01.2024,False,,,,False,,,,
2247,lithuania,2009,2 euro,0,unavailable,01.01.2024,False,,,,False,,,,
2248,lithuania,2010,1 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2249,lithuania,2010,2 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2250,lithuania,2010,5 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2251,lithuania,2010,10 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2252,lithuania,2010,20 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2253,lithuania,2010,50 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2254,lithuania,2010,1 euro,0,unavailable,01.01.2024,False,,,,False,,,,
2255,lithuania,2010,2 euro,0,unavailable,01.01.2024,False,,,,False,,,,
2256,lithuania,2011,1 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2257,lithuania,2011,2 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2258,lithuania,2011,5 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2259,lithuania,2011,10 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2260,lithuania,2011,20 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2261,lithuania,2011,50 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2262,lithuania,2011,1 euro,0,unavailable,01.01.2024,False,,,,False,,,,
2263,lithuania,2011,2 euro,0,unavailable,01.01.2024,False,,,,False,,,,
2264,lithuania,2012,1 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2265,lithuania,2012,2 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2266,lithuania,2012,5 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2267,lithuania,2012,10 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2268,lithuania,2012,20 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2269,lithuania,2012,50 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2270,lithuania,2012,1 euro,0,unavailable,01.01.2024,False,,,,False,,,,
2271,lithuania,2012,2 euro,0,unavailable,01.01.2024,False,,,,False,,,,
2272,lithuania,2013,1 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2273,lithuania,2013,2 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2274,lithuania,2013,5 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2275,lithuania,2013,10 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2276,lithuania,2013,20 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2277,lithuania,2013,50 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2278,lithuania,2013,1 euro,0,unavailable,01.01.2024,False,,,,False,,,,
2279,lithuania,2013,2 euro,0,unavailable,01.01.2024,False,,,,False,,,,
2280,lithuania,2014,1 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2281,lithuania,2014,2 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2282,lithuania,2014,5 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2283,lithuania,2014,10 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2284,lithuania,2014,20 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2285,lithuania,2014,50 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2286,lithuania,2014,1 euro,0,unavailable,01.01.2024,False,,,,False,,,,
2287,lithuania,2014,2 euro,0,unavailable,01.01.2024,False,,,,False,,,,
2288,lithuania,2015,1 cent,70000,missing,01.01.2024,False,,,,False,,,,
2289,lithuania,2015,2 cent,70000,collected,01.01.2024,False,01.01.2024,,,False,,,,
2290,lithuania,2015,5 cent,60000,collected,01.01.2024,False,01.01.2024,,,False,,,,
2291,lithuania,2015,10 cent,35000,collected,01.01.2024,False,01.01.2024,,,False,,,,
2292,lithuania,2015,20 cent,35000,collected,01.01.2024,False,01.01.2024,,,False,,,,
2293,lithuania,2015,50 cent,40000,collected,01.01.2024,False,01.01.2024,,,False,,,,
2294,lithuania,2015,1 euro,35000,collected,01.01.2024,False,01.01.2024,,,False,,,,
2295,lithuania,2015,2 euro,25000,collected,01.01.2024,False,01.01.2024,,,False,,,,
2296,lithuania,2016,1 cent,20000,missing,01.01.2024,False,,,,False,,,,
2297,lithuania,2016,2 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2298,lithuania,2016,5 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2299,lithuania,2016,10 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2300,lithuania,2016,20 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2301,lithuania,2016,50 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2302,lithuania,2016,1 euro,0,unavailable,01.01.2024,False,,,,False,,,,
2303,lithuania,2016,2 euro,0,unavailable,01.01.2024,False,,,,False,,,,
2304,lithuania,2017,1 cent,22000,collected,01.01.2024,False,01.01.2024,,,False,,,,
2305,lithuania,2017,2 cent,23000,missing,01.01.2024,False,,,,False,,,,
2306,lithuania,2017,5 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2307,lithuania,2017,10 cent,14000,collected,01.01.2024,False,01.01.2024,,,False,,,,
2308,lithuania,2017,20 cent,6000,missing,01.01.2024,False,,,,False,,,,
2309,lithuania,2017,50 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2310,lithuania,2017,1 euro,0,unavailable,01.01.2024,False,,,,False,,,,
2311,lithuania,2017,2 euro,12000,collected,01.01.2024,False,01.01.2024,,,False,,,,
2312,lithuania,2018,1 cent,5,unavailable,01.01.2024,False,,,,False,,,,
2313,lithuania,2018,2 cent,5,unavailable,01.01.2024,False,,,,False,,,,
2314,lithuania,2018,5 cent,5,unavailable,01.01.2024,False,,,,False,,,,
2315,lithuania,2018,10 cent,5,unavailable,01.01.2024,False,,,,False,,,,
2316,lithuania,2018,20 cent,5,unavailable,01.01.2024,False,,,,False,,,,
2317,lithuania,2018,50 cent,5,unavailable,01.01.2024,False,,,,False,,,,
2318,lithuania,2018,1 euro,5,unavailable,01.01.2024,False,,,,False,,,,
2319,lithuania,2018,2 euro,5,unavailable,01.01.2024,False,,,,False,,,,
2320,lithuania,2019,1 cent,6,unavailable,01.01.2024,False,,,,False,,,,
2321,lithuania,2019,2 cent,6,unavailable,01.01.2024,False,,,,False,,,,
2322,lithuania,2019,5 cent,6,unavailable,01.01.2024,False,,,,False,,,,
2323,lithuania,2019,10 cent,6,unavailable,01.01.2024,False,,,,False,,,,
2324,lithuania,2019,20 cent,6,unavailable,01.01.2024,False,,,,False,,,,
2325,lithuania,2019,50 cent,6,unavailable,01.01.2024,False,,,,False,,,,
2326,lithuania,2019,1 euro,6,unavailable,01.01.2024,False,,,,False,,,,
2327,lithuania,2019,2 euro,6,unavailable,01.01.2024,False,,,,False,,,,
2328,lithuania,2020,1 cent,6,unavailable,01.01.2024,False,,,,False,,,,
2329,lithuania,2020,2 cent,6,unavailable,01.01.2024,False,,,,False,,,,
2330,lithuania,2020,5 cent,6,unavailable,01.01.2024,False,,,,False,,,,
2331,lithuania,2020,10 cent,6,unavailable,01.01.2024,False,,,,False,,,,
2332,lithuania,2020,20 cent,6,unavailable,01.01.2024,False,,,,False,,,,
2333,lithuania,2020,50 cent,6,unavailable,01.01.2024,False,,,,False,,,,
2334,lithuania,2020,1 euro,6,unavailable,01.01.2024,False,,,,False,,,,
2335,lithuania,2020,2 euro,5000,missing,01.01.2024,False,,,,False,,,,
2336,lithuania,2021,1 cent,6,unavailable,01.01.2024,False,,,,False,,,,
2337,lithuania,2021,2 cent,6,unavailable,01.01.2024,False,,,,False,,,,
2338,lithuania,2021,5 cent,3000,collected,01.01.2024,False,01.01.2024,,,False,,,,
2339,lithuania,2021,10 cent,3000,missing,01.01.2024,False,,,,False,,,,
2340,lithuania,2021,20 cent,6,unavailable,01.01.2024,False,,,,False,,,,
2341,lithuania,2021,50 cent,6,unavailable,01.01.2024,False,,,,False,,,,
2342,lithuania,2021,1 euro,6,unavailable,01.01.2024,False,,,,False,,,,
2343,lithuania,2021,2 euro,5000,missing,01.01.2024,False,,,,False,,,,
2344,lithuania,2022,1 cent,7,unavailable,01.01.2024,False,,,,False,,,,
2345,lithuania,2022,2 cent,7,unavailable,01.01.2024,False,,,,False,,,,
2346,lithuania,2022,5 cent,2000,missing,01.01.2024,False,,,,False,,,,
2347,lithuania,2022,10 cent,7,unavailable,01.01.2024,False,,,,False,,,,
2348,lithuania,2022,20 cent,7,unavailable,01.01.2024,False,,,,False,,,,
2349,lithuania,2022,50 cent,7,unavailable,01.01.2024,False,,,,False,,,,
2350,lithuania,2022,1 euro,7,unavailable,01.01.2024,False,,,,False,,,,
2351,lithuania,2022,2 euro,7,unavailable,01.01.2024,False,,,,False,,,,
2352,lithuania,2023,1 cent,7,unavailable,01.01.2024,False,,,,False,,,,
2353,lithuania,2023,2 cent,7,unavailable,01.01.2024,False,,,,False,,,,
2354,lithuania,2023,5 cent,8000,missing,01.01.2024,False,,,,False,,,,
2355,lithuania,2023,10 cent,5000,missing,01.01.2024,False,,,,False,,,,
2356,lithuania,2023,20 cent,7,unavailable,01.01.2024,False,,,,False,,,,
2357,lithuania,2023,50 cent,7,unavailable,01.01.2024,False,,,,False,,,,
2358,lithuania,2023,1 euro,7,unavailable,01.01.2024,False,,,,False,,,,
2359,lithuania,2023,2 euro,7,unavailable,01.01.2024,False,,,,False,,,,
2360,lithuania,2024,1 cent,7,unavailable,01.01.2024,False,,,,False,,,,
2361,lithuania,2024,2 cent,7,unavailable,01.01.2024,False,,,,False,,,,
2362,lithuania,2024,5 cent,9000,missing,04.01.2025,False,,,,False,,,,
2363,lithuania,2024,10 cent,7,unavailable,01.01.2024,False,,,,False,,,,
2364,lithuania,2024,20 cent,7,unavailable,01.01.2024,False,,,,False,,,,
2365,lithuania,2024,50 cent,7,unavailable,01.01.2024,False,,,,False,,,,
2366,lithuania,2024,1 euro,7,unavailable,01.01.2024,False,,,,False,,,,
2367,lithuania,2024,2 euro,3000,missing,04.01.2025,False,,,,False,,,,
2368,lithuania,2025,1 cent,7,unavailable,01.01.2024,False,,,,False,,,,
2369,lithuania,2025,2 cent,7,unavailable,01.01.2024,False,,,,False,,,,
2370,lithuania,2025,5 cent,7,unavailable,01.01.2024,False,,,,False,,,,
2371,lithuania,2025,10 cent,7,unavailable,01.01.2024,False,,,,False,,,,
2372,lithuania,2025,20 cent,7,unavailable,01.01.2024,False,,,,False,,,,
2373,lithuania,2025,50 cent,7,unavailable,01.01.2024,False,,,,False,,,,
2374,lithuania,2025,1 euro,7,unavailable,01.01.2024,False,,,,False,,,,
2375,lithuania,2025,2 euro,7,unavailable,01.01.2024,False,,,,False,,,,
2376,luxembourg,1999,1 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2377,luxembourg,1999,2 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2378,luxembourg,1999,5 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2379,luxembourg,1999,10 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2380,luxembourg,1999,20 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2381,luxembourg,1999,50 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2382,luxembourg,1999,1 euro,0,unavailable,01.01.2024,False,,,,False,,,,
2383,luxembourg,1999,2 euro,0,unavailable,01.01.2024,False,,,,False,,,,
2384,luxembourg,2000,1 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2385,luxembourg,2000,2 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2386,luxembourg,2000,5 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2387,luxembourg,2000,10 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2388,luxembourg,2000,20 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2389,luxembourg,2000,50 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2390,luxembourg,2000,1 euro,0,unavailable,01.01.2024,False,,,,False,,,,
2391,luxembourg,2000,2 euro,0,unavailable,01.01.2024,False,,,,False,,,,
2392,luxembourg,2001,1 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2393,luxembourg,2001,2 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2394,luxembourg,2001,5 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2395,luxembourg,2001,10 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2396,luxembourg,2001,20 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2397,luxembourg,2001,50 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2398,luxembourg,2001,1 euro,0,unavailable,01.01.2024,False,,,,False,,,,
2399,luxembourg,2001,2 euro,0,unavailable,01.01.2024,False,,,,False,,,,
2400,luxembourg,2002,1 cent,34512,collected,01.01.2024,False,01.01.2024,,,False,,,,
2401,luxembourg,2002,2 cent,35912,missing,01.01.2024,False,,,,False,,,,
2402,luxembourg,2002,5 cent,28912,collected,01.01.2024,False,01.01.2024,,,False,,,,
2403,luxembourg,2002,10 cent,25112,collected,01.01.2024,False,01.01.2024,,,False,,,,
2404,luxembourg,2002,20 cent,25712,collected,01.01.2024,False,01.01.2024,,,False,,,,
2405,luxembourg,2002,50 cent,21912,collected,01.01.2024,False,01.01.2024,,,False,,,,
2406,luxembourg,2002,1 euro,21313,collected,01.01.2024,False,01.01.2024,,,False,,,,
2407,luxembourg,2002,2 euro,18512,collected,01.01.2024,False,01.01.2024,,,False,,,,
2408,luxembourg,2003,1 cent,1500,missing,01.01.2024,False,,,,False,,,,
2409,luxembourg,2003,2 cent,1500,missing,01.01.2024,False,,,,False,,,,
2410,luxembourg,2003,5 cent,4500,missing,01.01.2024,False,,,,False,,,,
2411,luxembourg,2003,10 cent,1500,missing,01.01.2024,False,,,,False,,,,
2412,luxembourg,2003,20 cent,1500,missing,01.01.2024,False,,,,False,,,,
2413,luxembourg,2003,50 cent,2500,collected,01.01.2024,False,01.01.2024,,,False,,,,
2414,luxembourg,2003,1 euro,1500,missing,01.01.2024,False,,,,False,,,,
2415,luxembourg,2003,2 euro,3500,collected,01.01.2024,False,01.01.2024,,,False,,,,
2416,luxembourg,2004,1 cent,21001,collected,01.01.2024,False,01.01.2024,,,False,,,,
2417,luxembourg,2004,2 cent,20001,missing,01.01.2024,False,,,,False,,,,
2418,luxembourg,2004,5 cent,16001,collected,01.01.2024,False,01.11.2025,Ronja,,False,,,,
2419,luxembourg,2004,10 cent,12001,missing,01.01.2024,False,,,,False,,,,
2420,luxembourg,2004,20 cent,14001,collected,01.01.2024,False,01.01.2024,,,False,,,,
2421,luxembourg,2004,50 cent,10001,collected,01.01.2024,False,01.01.2024,,,False,,,,
2422,luxembourg,2004,1 euro,9001,collected,01.01.2024,False,01.01.2024,,,False,,,,
2423,luxembourg,2004,2 euro,7553,collected,01.01.2024,False,01.01.2024,,,False,,,,
2424,luxembourg,2005,1 cent,7000,collected,01.01.2024,False,01.01.2024,,,False,,,,
2425,luxembourg,2005,2 cent,13000,collected,01.01.2024,False,01.01.2024,,,False,,,,
2426,luxembourg,2005,5 cent,6000,missing,01.01.2024,False,,,,False,,,,
2427,luxembourg,2005,10 cent,2000,collected,01.01.2024,False,01.01.2024,,,False,,,,
2428,luxembourg,2005,20 cent,6000,collected,01.01.2024,False,01.01.2024,,,False,,,,
2429,luxembourg,2005,50 cent,3000,missing,01.01.2024,False,,,,False,,,,
2430,luxembourg,2005,1 euro,2000,missing,01.01.2024,False,,,,False,,,,
2431,luxembourg,2005,2 euro,3500,missing,01.01.2024,False,,,,False,,,,
2432,luxembourg,2006,1 cent,4000,missing,01.01.2024,False,,,,False,,,,
2433,luxembourg,2006,2 cent,4000,missing,01.01.2024,False,,,,False,,,,
2434,luxembourg,2006,5 cent,5000,collected,01.01.2024,False,01.01.2024,,,False,,,,
2435,luxembourg,2006,10 cent,4000,missing,01.01.2024,False,,,,False,,,,
2436,luxembourg,2006,20 cent,7000,collected,01.01.2024,False,01.01.2024,,,False,,,,
2437,luxembourg,2006,50 cent,3000,missing,01.01.2024,False,,,,False,,,,
2438,luxembourg,2006,1 euro,1000,missing,01.01.2024,False,,,,False,,,,
2439,luxembourg,2006,2 euro,2000,missing,01.01.2024,False,,,,False,,,,
2440,luxembourg,2007,1 cent,6000,missing,01.01.2024,False,,,,False,,,,
2441,luxembourg,2007,2 cent,8000,missing,01.01.2024,False,,,,False,,,,
2442,luxembourg,2007,5 cent,5000,missing,01.01.2024,False,,,,False,,,,
2443,luxembourg,2007,10 cent,5000,collected,01.01.2024,False,01.01.2024,,,False,,,,
2444,luxembourg,2007,20 cent,8000,collected,01.01.2024,False,01.01.2024,,,False,,,,
2445,luxembourg,2007,50 cent,4000,missing,01.01.2024,False,,,,False,,,,
2446,luxembourg,2007,1 euro,480,unavailable,01.01.2024,False,,,,False,,,,
2447,luxembourg,2007,2 euro,4000,collected,01.01.2024,False,01.01.2024,,,False,,,,
2448,luxembourg,2008,1 cent,10000,missing,01.01.2024,False,,,,False,,,,
2449,luxembourg,2008,2 cent,12000,missing,01.01.2024,False,,,,False,,,,
2450,luxembourg,2008,5 cent,9000,collected,01.01.2024,False,01.01.2024,,,False,,,,
2451,luxembourg,2008,10 cent,5000,missing,01.01.2024,False,,,,False,,,,
2452,luxembourg,2008,20 cent,6000,collected,01.01.2024,False,01.01.2024,,,False,,,,
2453,luxembourg,2008,50 cent,4000,collected,01.01.2024,False,01.01.2024,,,False,,,,
2454,luxembourg,2008,1 euro,480,collected,01.01.2024,False,01.01.2024,,,False,,,,
2455,luxembourg,2008,2 euro,6000,collected,01.01.2024,False,01.01.2024,,,False,,,,
2456,luxembourg,2009,1 cent,4000,missing,01.01.2024,False,,,,False,,,,
2457,luxembourg,2009,2 cent,3000,missing,01.01.2024,False,,,,False,,,,
2458,luxembourg,2009,5 cent,6000,missing,01.01.2024,False,,,,False,,,,
2459,luxembourg,2009,10 cent,4000,collected,01.01.2024,False,22.12.2024,Jannis,,False,,,,
2460,luxembourg,2009,20 cent,5000,missing,01.01.2024,False,,,,False,,,,
2461,luxembourg,2009,50 cent,2000,missing,01.01.2024,False,,,,False,,,,
2462,luxembourg,2009,1 euro,240,unavailable,01.01.2024,False,,,,False,,,,
2463,luxembourg,2009,2 euro,240,unavailable,01.01.2024,False,,,,False,,,,
2464,luxembourg,2010,1 cent,6000,missing,01.01.2024,False,,,,False,,,,
2465,luxembourg,2010,2 cent,8000,missing,01.01.2024,False,,,,False,,,,
2466,luxembourg,2010,5 cent,6000,missing,01.01.2024,False,,,,False,,,,
2467,luxembourg,2010,10 cent,4000,collected,01.01.2024,False,01.01.2024,,,False,,,,
2468,luxembourg,2010,20 cent,8000,collected,01.01.2024,False,01.01.2024,,,False,,,,
2469,luxembourg,2010,50 cent,5000,missing,01.01.2024,False,,,,False,,,,
2470,luxembourg,2010,1 euro,1000,collected,01.01.2024,False,01.01.2024,,,False,,,,
2471,luxembourg,2010,2 euro,3500,collected,01.01.2024,False,01.01.2024,,,False,,,,
2472,luxembourg,2011,1 cent,7600,missing,01.01.2024,False,,,,False,,,,
2473,luxembourg,2011,2 cent,6200,collected,01.01.2024,False,01.01.2024,,,False,,,,
2474,luxembourg,2011,5 cent,6700,missing,01.01.2024,False,,,,False,,,,
2475,luxembourg,2011,10 cent,-1,collected,01.01.2024,False,01.01.2024,,,False,,,,
2476,luxembourg,2011,20 cent,5300,missing,01.01.2024,False,,,,False,,,,
2477,luxembourg,2011,50 cent,3500,collected,01.01.2024,False,01.01.2024,,,False,,,,
2478,luxembourg,2011,1 euro,1520,missing,01.01.2024,False,,,,False,,,,
2479,luxembourg,2011,2 euro,2320,missing,01.01.2024,False,,,,False,,,,
2480,luxembourg,2012,1 cent,9200,missing,01.01.2024,False,,,,False,,,,
2481,luxembourg,2012,2 cent,7200,missing,01.01.2024,False,,,,False,,,,
2482,luxembourg,2012,5 cent,5200,missing,01.01.2024,False,,,,False,,,,
2483,luxembourg,2012,10 cent,2200,missing,01.01.2024,False,,,,False,,,,
2484,luxembourg,2012,20 cent,5200,missing,01.01.2024,False,,,,False,,,,
2485,luxembourg,2012,50 cent,2600,missing,01.01.2024,False,,,,False,,,,
2486,luxembourg,2012,1 euro,2240,collected,01.01.2024,False,01.01.2024,,,False,,,,
2487,luxembourg,2012,2 euro,3760,missing,01.01.2024,False,,,,False,,,,
2488,luxembourg,2013,1 cent,5100,missing,01.01.2024,False,,,,False,,,,
2489,luxembourg,2013,2 cent,7100,missing,01.01.2024,False,,,,False,,,,
2490,luxembourg,2013,5 cent,7100,collected,01.01.2024,False,01.01.2024,,,False,,,,
2491,luxembourg,2013,10 cent,3600,missing,01.01.2024,False,,,,False,,,,
2492,luxembourg,2013,20 cent,7100,collected,01.01.2024,False,01.01.2024,,,False,,,,
2493,luxembourg,2013,50 cent,6100,collected,01.01.2024,False,01.01.2024,,,False,,,,
2494,luxembourg,2013,1 euro,3320,collected,01.01.2024,False,01.11.2025,Nina,,False,,,,
2495,luxembourg,2013,2 euro,3120,collected,01.01.2024,False,01.01.2024,,,False,,,,
2496,luxembourg,2014,1 cent,10000,missing,01.01.2024,False,,,,False,,,,
2497,luxembourg,2014,2 cent,10000,collected,01.01.2024,False,01.01.2024,,,False,,,,
2498,luxembourg,2014,5 cent,10000,missing,01.01.2024,False,,,,False,,,,
2499,luxembourg,2014,10 cent,5000,collected,01.01.2024,False,01.01.2024,,,False,,,,
2500,luxembourg,2014,20 cent,7000,collected,01.01.2024,False,01.01.2024,,,False,,,,
2501,luxembourg,2014,50 cent,7000,collected,01.01.2024,False,01.01.2024,,,False,,,,
2502,luxembourg,2014,1 euro,5000,collected,01.01.2024,False,01.11.2025,Jannis,,False,,,,
2503,luxembourg,2014,2 euro,9000,collected,01.01.2024,False,01.01.2024,,,False,,,,
2504,luxembourg,2015,1 cent,5000,missing,01.01.2024,False,,,,False,,,,
2505,luxembourg,2015,2 cent,7000,missing,01.01.2024,False,,,,False,,,,
2506,luxembourg,2015,5 cent,6000,collected,01.01.2024,False,01.01.2024,,,False,,,,
2507,luxembourg,2015,10 cent,4000,missing,01.01.2024,False,,,,False,,,,
2508,luxembourg,2015,20 cent,10000,missing,01.01.2024,False,,,,False,,,,
2509,luxembourg,2015,50 cent,5000,collected,01.01.2024,False,01.01.2024,,,False,,,,
2510,luxembourg,2015,1 euro,1000,missing,01.01.2024,False,,,,False,,,,
2511,luxembourg,2015,2 euro,4000,collected,01.01.2024,False,01.01.2024,,,False,,,,
2512,luxembourg,2016,1 cent,5000,missing,01.01.2024,False,,,,False,,,,
2513,luxembourg,2016,2 cent,7000,missing,01.01.2024,False,,,,False,,,,
2514,luxembourg,2016,5 cent,6000,missing,01.01.2024,False,,,,False,,,,
2515,luxembourg,2016,10 cent,4000,collected,01.01.2024,False,01.01.2024,,,False,,,,
2516,luxembourg,2016,20 cent,10000,missing,01.01.2024,False,,,,False,,,,
2517,luxembourg,2016,50 cent,5000,missing,01.01.2024,False,,,,False,,,,
2518,luxembourg,2016,1 euro,1000,missing,01.01.2024,False,,,,False,,,,
2519,luxembourg,2016,2 euro,4000,missing,01.01.2024,False,,,,False,,,,
2520,luxembourg,2017,1 cent,50,unavailable,01.01.2024,False,,,,False,,,,
2521,luxembourg,2017,2 cent,50,unavailable,01.01.2024,False,,,,False,,,,
2522,luxembourg,2017,5 cent,50,unavailable,01.01.2024,False,,,,False,,,,
2523,luxembourg,2017,10 cent,50,unavailable,01.01.2024,False,,,,False,,,,
2524,luxembourg,2017,20 cent,50,unavailable,01.01.2024,False,,,,False,,,,
2525,luxembourg,2017,50 cent,50,unavailable,01.01.2024,False,,,,False,,,,
2526,luxembourg,2017,1 euro,50,unavailable,01.01.2024,False,,,,False,,,,
2527,luxembourg,2017,2 euro,50,unavailable,01.01.2024,False,,,,False,,,,
2528,luxembourg,2018,1 cent,5000,missing,01.01.2024,False,,,,False,,,,
2529,luxembourg,2018,2 cent,5050,missing,01.01.2024,False,,,,False,,,,
2530,luxembourg,2018,5 cent,3050,missing,01.01.2024,False,,,,False,,,,
2531,luxembourg,2018,10 cent,2050,missing,01.01.2024,False,,,,False,,,,
2532,luxembourg,2018,20 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2533,luxembourg,2018,50 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2534,luxembourg,2018,1 euro,0,unavailable,01.01.2024,False,,,,False,,,,
2535,luxembourg,2018,2 euro,0,unavailable,01.01.2024,False,,,,False,,,,
2536,luxembourg,2019,1 cent,50,unavailable,01.01.2024,False,,,,False,,,,
2537,luxembourg,2019,2 cent,50,unavailable,01.01.2024,False,,,,False,,,,
2538,luxembourg,2019,5 cent,50,unavailable,01.01.2024,False,,,,False,,,,
2539,luxembourg,2019,10 cent,50,unavailable,01.01.2024,False,,,,False,,,,
2540,luxembourg,2019,20 cent,50,unavailable,01.01.2024,False,,,,False,,,,
2541,luxembourg,2019,50 cent,50,unavailable,01.01.2024,False,,,,False,,,,
2542,luxembourg,2019,1 euro,50,unavailable,01.01.2024,False,,,,False,,,,
2543,luxembourg,2019,2 euro,50,unavailable,01.01.2024,False,,,,False,,,,
2544,luxembourg,2020,1 cent,50,unavailable,01.01.2024,False,,,,False,,,,
2545,luxembourg,2020,2 cent,50,unavailable,01.01.2024,False,,,,False,,,,
2546,luxembourg,2020,5 cent,2050,missing,01.01.2024,False,,,,False,,,,
2547,luxembourg,2020,10 cent,50,unavailable,01.01.2024,False,,,,False,,,,
2548,luxembourg,2020,20 cent,50,unavailable,01.01.2024,False,,,,False,,,,
2549,luxembourg,2020,50 cent,50,unavailable,01.01.2024,False,,,,False,,,,
2550,luxembourg,2020,1 euro,50,unavailable,01.01.2024,False,,,,False,,,,
2551,luxembourg,2020,2 euro,50,unavailable,01.01.2024,False,,,,False,,,,
2552,luxembourg,2021,1 cent,50,unavailable,01.01.2024,False,,,,False,,,,
2553,luxembourg,2021,2 cent,50,unavailable,01.01.2024,False,,,,False,,,,
2554,luxembourg,2021,5 cent,3050,missing,01.01.2024,False,,,,False,,,,
2555,luxembourg,2021,10 cent,50,unavailable,01.01.2024,False,,,,False,,,,
2556,luxembourg,2021,20 cent,3050,missing,01.01.2024,False,,,,False,,,,
2557,luxembourg,2021,50 cent,50,unavailable,01.01.2024,False,,,,False,,,,
2558,luxembourg,2021,1 euro,50,unavailable,01.01.2024,False,,,,False,,,,
2559,luxembourg,2021,2 euro,50,unavailable,01.01.2024,False,,,,False,,,,
2560,luxembourg,2022,1 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2561,luxembourg,2022,2 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2562,luxembourg,2022,5 cent,3050,missing,01.01.2024,False,,,,False,,,,
2563,luxembourg,2022,10 cent,2050,missing,01.01.2024,False,,,,False,,,,
2564,luxembourg,2022,20 cent,1050,collected,01.01.2024,False,01.01.2024,,,False,,,,
2565,luxembourg,2022,50 cent,0,unavailable,01.01.2024,False,,,,False,,,,
2566,luxembourg,2022,1 euro,0,unavailable,01.01.2024,False,,,,False,,,,
2567,luxembourg,2022,2 euro,0,unavailable,01.01.2024,False,,,,False,,,,
